;ID;KIDSDRIV;AGE;HOMEKIDS;YOJ;INCOME;PARENT1;HOME_VAL;MSTATUS;GENDER;EDUCATION;OCCUPATION;TRAVTIME;CAR_USE;BLUEBOOK;TIF;CAR_TYPE;RED_CAR;OLDCLAIM;CLM_FREQ;REVOKED;MVR_PTS;CLM_AMT;CAR_AGE;CLAIM_FLAG;URBANICITY;OG_DATA
5104;677522833;0;47;0;9,8;126384;FAŁSZ;370023;PRAWDA;F;Masters;Lawyer;9;Private;6200;4;SUV;FAŁSZ;0;0;FAŁSZ;0;0;20;FAŁSZ;Highly Rural/ Rural;0
5105;723949139;0;46;0;14;112213;FAŁSZ;0;FAŁSZ;M;Masters;Doctor;5;Commercial;33610;3;Panel Truck;FAŁSZ;10788;3;FAŁSZ;4;8755;15;PRAWDA;Highly Urban/ Urban;0
5106;945912532;0;51;0;13;37040;FAŁSZ;0;FAŁSZ;F;<High School;Clerical;25;Private;10010;6;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Rural/ Rural;1
5107;161052906;0;50;0;15;57070;FAŁSZ;241758;PRAWDA;F;Bachelors;Professional;31;Private;7210;6;SUV;FAŁSZ;0;0;FAŁSZ;2;0;12;FAŁSZ;Highly Urban/ Urban;1
5108;992302173;0;28;1;7;31745;FAŁSZ;140248;PRAWDA;F;High School;Blue Collar;20;Commercial;18170;1;Minivan;FAŁSZ;8380;2;FAŁSZ;4;0;1;FAŁSZ;Highly Urban/ Urban;1
5109;412792711;0;49;0;10;150401;FAŁSZ;452008;PRAWDA;F;PhD;Doctor;25;Private;27010;4;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;14;FAŁSZ;Highly Urban/ Urban;1
5110;8201951;0;47;0;9;62216;FAŁSZ;242564;PRAWDA;M;High School;Professional;42;Commercial;24480;3;Panel Truck;FAŁSZ;3884;2;FAŁSZ;3;9105;1;PRAWDA;Highly Urban/ Urban;1
5111;499317554;0;33;1;11;86321;PRAWDA;227138;FAŁSZ;M;Masters;Manager;17;Commercial;29160;10;Panel Truck;PRAWDA;0;0;FAŁSZ;0;0;24;FAŁSZ;Highly Urban/ Urban;0
5112;779624178;0;53;0;10;37965;FAŁSZ;178189;PRAWDA;F;Masters;Lawyer;22;Private;32390;4;Minivan;FAŁSZ;0;0;FAŁSZ;1;0;26;FAŁSZ;Highly Rural/ Rural;1
5113;563458110;0;38;0;11;93840;FAŁSZ;233716;PRAWDA;F;Masters;Lawyer;31;Private;14010;10;SUV;FAŁSZ;0;0;FAŁSZ;0;0;6;FAŁSZ;Highly Rural/ Rural;1
5114;59659076;0;49;0;13;1201;FAŁSZ;0;FAŁSZ;F;High School;Home Maker;13;Private;31430;1;Sports Car;FAŁSZ;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Urban/ Urban;1
5115;752768207;0;36;0;10;14418;FAŁSZ;0;FAŁSZ;M;<High School;Clerical;37;Private;17120;1;Van;PRAWDA;0;0;FAŁSZ;2;0;8;FAŁSZ;Highly Urban/ Urban;1
5116;977487393;2;40;3;9;24359;FAŁSZ;143208;PRAWDA;M;<High School;Clerical;19;Private;11820;13;Pickup;FAŁSZ;0;0;FAŁSZ;0;0;5;FAŁSZ;Highly Rural/ Rural;1
5117;523925240;0;52;0;13;86756;FAŁSZ;224768;PRAWDA;F;Masters;Lawyer;51;Private;11560;1;Minivan;FAŁSZ;0;0;FAŁSZ;1;0;9;FAŁSZ;Highly Urban/ Urban;1
5118;923843113;0;42;0;13;48305;FAŁSZ;193615;FAŁSZ;M;Bachelors;Clerical;23;Commercial;24520;1;Panel Truck;FAŁSZ;0;0;FAŁSZ;0;0;8;FAŁSZ;Highly Urban/ Urban;1
5119;837607717;1;42;2;13;112205;FAŁSZ;311529;PRAWDA;F;Bachelors;Manager;48;Commercial;27770;4;Pickup;FAŁSZ;6557;1;FAŁSZ;5;4298;11;PRAWDA;Highly Urban/ Urban;1
5120;235531258;0;35;0;0;0;FAŁSZ;0;PRAWDA;M;Bachelors;Student;30;Commercial;5000;1;Pickup;FAŁSZ;0;0;FAŁSZ;3;6208;10;PRAWDA;Highly Urban/ Urban;1
5121;143403170;0;40;0;11;119244;FAŁSZ;349833;FAŁSZ;F;Bachelors;Blue Collar;23;Commercial;14400;11;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Rural/ Rural;1
5122;783986110;0;57;1;8;134899;FAŁSZ;427952;PRAWDA;M;PhD;Doctor;28;Commercial;18510;6;Van;PRAWDA;0;0;FAŁSZ;0;0;15;FAŁSZ;Highly Urban/ Urban;0
5123;919540733;0;59;0;10;87634,2;FAŁSZ;412573;PRAWDA;M;Masters;Lawyer;38;Commercial;23100;4;Panel Truck;PRAWDA;7095;3;FAŁSZ;4;0;15;FAŁSZ;Highly Urban/ Urban;0
5124;289611036;0;56;0;15;25632;FAŁSZ;0;FAŁSZ;F;Bachelors;Home Maker;32;Private;7320;3;SUV;FAŁSZ;8498;2;FAŁSZ;4;0;8;FAŁSZ;Highly Urban/ Urban;1
5125;949564585;0;51;0;7;47204;FAŁSZ;0;FAŁSZ;M;Masters;Blue Collar;47;Commercial;17750;1;Van;FAŁSZ;8303;2;FAŁSZ;0;0;15;FAŁSZ;Highly Urban/ Urban;0
5126;278356812;0;44;1;13;64124;FAŁSZ;247759,4;PRAWDA;F;High School;Clerical;22;Private;15940;1;SUV;FAŁSZ;0;0;FAŁSZ;1;0;1;FAŁSZ;Highly Rural/ Rural;0
5127;773852602;0;51;0;12;77030;FAŁSZ;0;FAŁSZ;F;Masters;Manager;5;Private;11490;1;SUV;FAŁSZ;51904;1;FAŁSZ;4;0;13;FAŁSZ;Highly Urban/ Urban;1
5128;636913259;0;43;2;0;0;FAŁSZ;0;PRAWDA;F;High School;Student;61;Commercial;5800;4;Minivan;FAŁSZ;6935;4;FAŁSZ;5;6690;1;PRAWDA;Highly Urban/ Urban;1
5129;539484340;0;57;0;0;0;FAŁSZ;114890;PRAWDA;M;Bachelors;Home Maker;43;Private;7200;6;Pickup;PRAWDA;0;0;FAŁSZ;0;0;17;FAŁSZ;Highly Rural/ Rural;1
5130;57959644;0;66;0;14;23569;FAŁSZ;178084;PRAWDA;M;<High School;Clerical;41;Private;13010;10;SUV;PRAWDA;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Rural/ Rural;1
5131;645575851;0;40;0;12;52471;FAŁSZ;153087;FAŁSZ;F;High School;Blue Collar;31;Commercial;21860;10;SUV;FAŁSZ;0;0;FAŁSZ;0;41063;6;PRAWDA;Highly Urban/ Urban;1
5132;596456214;0;48;0;10;3902;FAŁSZ;135903;PRAWDA;F;Bachelors;Home Maker;63;Private;14040;5;SUV;FAŁSZ;0;0;PRAWDA;0;0;5;FAŁSZ;Highly Rural/ Rural;0
5133;605031175;0;32;4;14;81772;PRAWDA;0;FAŁSZ;F;Bachelors;Blue Collar;38;Commercial;19460;6;SUV;FAŁSZ;0;0;PRAWDA;6;12338;13;PRAWDA;Highly Urban/ Urban;1
5134;518144955;0;22;2;10;23005;FAŁSZ;81033;PRAWDA;F;Masters;Home Maker;14;Private;8320;4;SUV;PRAWDA;0;0;PRAWDA;3;0;5;FAŁSZ;Highly Urban/ Urban;0
5135;860906116;2;43;2;14;70029;FAŁSZ;210170;PRAWDA;F;Bachelors;Manager;29;Private;11130;10;SUV;FAŁSZ;5311;2;FAŁSZ;7;0;9;FAŁSZ;Highly Urban/ Urban;1
5136;549564175;0;30;3;9;61790;FAŁSZ;185253;PRAWDA;F;Bachelors;Clerical;28;Private;10680;1;SUV;FAŁSZ;0;0;PRAWDA;0;6296;14;PRAWDA;Highly Urban/ Urban;1
5137;492688219;0;57;0;11,2;37047;FAŁSZ;161286;PRAWDA;F;High School;Student;43;Commercial;19510;1;Sports Car;FAŁSZ;4630;1;FAŁSZ;4;0;1;FAŁSZ;Highly Urban/ Urban;0
5138;481089051;0;60;0;10;105600;FAŁSZ;305449;FAŁSZ;F;PhD;Doctor;37;Private;26440;1;SUV;FAŁSZ;0;0;PRAWDA;0;0;11;FAŁSZ;Highly Urban/ Urban;1
5139;288495249;3;53;0;10;58049;FAŁSZ;186384;PRAWDA;M;Masters;Manager;44;Private;5590;1;SUV;FAŁSZ;0;0;FAŁSZ;0;4898;15;PRAWDA;Highly Urban/ Urban;1
5140;218585066;0;25;3;15;75385;FAŁSZ;254055;PRAWDA;M;Bachelors;Blue Collar;19;Commercial;17750;1;Van;PRAWDA;4640;3;FAŁSZ;4;4577;8;PRAWDA;Highly Urban/ Urban;1
5141;322270912;0;42;0;12;108677;FAŁSZ;297884;PRAWDA;F;<High School;Blue Collar;5;Private;8210;4;SUV;FAŁSZ;0;0;FAŁSZ;0;0;6;FAŁSZ;Highly Urban/ Urban;1
5142;824308257;0;48;0;13;16923;FAŁSZ;115976;PRAWDA;F;<High School;Home Maker;38;Private;17760;11;Minivan;FAŁSZ;12373;2;PRAWDA;4;0;5;FAŁSZ;Highly Urban/ Urban;1
5143;117032050;0;50;0;11;22284;FAŁSZ;135680;PRAWDA;M;<High School;Blue Collar;44;Commercial;9950;6;Pickup;FAŁSZ;0;0;FAŁSZ;0;0;5;FAŁSZ;Highly Rural/ Rural;1
5144;767643193;0;49;0;10;73241;FAŁSZ;0;FAŁSZ;M;Masters;Lawyer;36;Private;6400;1;Pickup;PRAWDA;3863;2;FAŁSZ;0;5454;15;PRAWDA;Highly Urban/ Urban;1
5145;768917365;0;49;0;11;48215;FAŁSZ;0;FAŁSZ;F;PhD;Doctor;46;Private;13190;10;SUV;FAŁSZ;2516;4;FAŁSZ;2;2649;19;PRAWDA;Highly Urban/ Urban;1
5146;661723256;0;45;0;0;0;FAŁSZ;0;FAŁSZ;F;Bachelors;Student;50;Commercial;25550;3;Minivan;FAŁSZ;0;0;FAŁSZ;1;0;10;FAŁSZ;Highly Urban/ Urban;1
5147;360068553;0;31;4;0;0;PRAWDA;0;FAŁSZ;F;Bachelors;Student;14;Commercial;4600;11;Sports Car;FAŁSZ;8136;1;FAŁSZ;6;1668;14;PRAWDA;Highly Urban/ Urban;1
5148;250655555;0;42;0;14;44970;FAŁSZ;224155;PRAWDA;M;High School;Blue Collar;35;Commercial;6100;1;Pickup;PRAWDA;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Urban/ Urban;1
5149;684758307;0;33;4;11,2;158124;FAŁSZ;366033;PRAWDA;M;PhD;Doctor;5;Commercial;20610;1;Van;FAŁSZ;0;0;PRAWDA;4;0;7;FAŁSZ;Highly Urban/ Urban;0
5150;404382516;0;49;0;10;73251;FAŁSZ;0;FAŁSZ;M;High School;Blue Collar;48;Commercial;15480;1;Minivan;PRAWDA;0;0;FAŁSZ;1;0;8;FAŁSZ;Highly Rural/ Rural;1
5151;457149825;0;48;0;10;90044;FAŁSZ;0;FAŁSZ;F;Bachelors;Blue Collar;79;Commercial;17310;3;SUV;FAŁSZ;2317;1;FAŁSZ;0;6595;16;PRAWDA;Highly Urban/ Urban;1
5152;456696568;0;29;0;0;0;FAŁSZ;100948;PRAWDA;M;<High School;Student;30;Private;19670;1;Minivan;PRAWDA;3449;2;FAŁSZ;3;0;1;FAŁSZ;Highly Urban/ Urban;1
5153;831585855;0;45;2;15;20653;FAŁSZ;140294;PRAWDA;F;<High School;Clerical;24;Private;20380;6;SUV;FAŁSZ;572;3;FAŁSZ;0;0;6;FAŁSZ;Highly Urban/ Urban;1
5154;475131294;0;53;0;13;30897;FAŁSZ;0;FAŁSZ;F;High School;Manager;31;Private;16970;10;SUV;FAŁSZ;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Urban/ Urban;1
5155;964484305;0;57;0;12;80427,6;FAŁSZ;258080;PRAWDA;M;Bachelors;Professional;34;Private;7200;4;Pickup;PRAWDA;0;0;FAŁSZ;1;0;13;FAŁSZ;Highly Urban/ Urban;0
5156;618184542;0;48;0;10;91245;FAŁSZ;278928;PRAWDA;F;<High School;Blue Collar;10;Private;15420;8;SUV;FAŁSZ;3136;2;FAŁSZ;8;0;1;FAŁSZ;Highly Urban/ Urban;1
5157;852889031;0;37;0;11;135691;FAŁSZ;0;FAŁSZ;M;Masters;Professional;29;Private;14920;1;Minivan;PRAWDA;0;0;PRAWDA;0;0;23;FAŁSZ;Highly Urban/ Urban;1
5158;360548947;0;59;0;11;25833;FAŁSZ;0;FAŁSZ;M;Bachelors;Professional;13;Private;9980;1;Minivan;PRAWDA;0;0;FAŁSZ;0;0;11;FAŁSZ;Highly Rural/ Rural;1
5159;759740718;1;39;2;11;41869;FAŁSZ;165820;PRAWDA;F;High School;Blue Collar;6;Commercial;12550;1;SUV;FAŁSZ;32747;4;FAŁSZ;0;0;8;FAŁSZ;Highly Urban/ Urban;1
5160;312674281;0;46;0;8;62433;FAŁSZ;186494,6;PRAWDA;F;Bachelors;Clerical;41;Private;12240;1;SUV;FAŁSZ;0;0;FAŁSZ;0;0;11;FAŁSZ;Highly Rural/ Rural;0
5161;218809852;0;48;0;10;23588;FAŁSZ;174929;PRAWDA;F;High School;Clerical;61;Private;9500;1;SUV;FAŁSZ;31664;2;PRAWDA;3;5685;7;PRAWDA;Highly Urban/ Urban;1
5162;55524164;0;52;0;12;33993,8;FAŁSZ;156824;FAŁSZ;F;Masters;Lawyer;37;Private;15650;1;Sports Car;FAŁSZ;7428;2;FAŁSZ;2;0;16;FAŁSZ;Highly Urban/ Urban;0
5163;325517636;2;37;2;10;45282;PRAWDA;170166;FAŁSZ;F;<High School;Blue Collar;50;Private;5100;4;Sports Car;FAŁSZ;7136;1;FAŁSZ;4;2546;1;PRAWDA;Highly Rural/ Rural;1
5164;874440593;1;44;2;12;48288;PRAWDA;0;FAŁSZ;F;High School;Blue Collar;23;Commercial;13280;6;SUV;FAŁSZ;0;0;FAŁSZ;2;0;12;FAŁSZ;Highly Urban/ Urban;1
5165;956524459;0;34;2;9;33538;PRAWDA;0;FAŁSZ;M;<High School;Blue Collar;29;Private;8250;4;Minivan;PRAWDA;38845;2;PRAWDA;2;5810;1;PRAWDA;Highly Urban/ Urban;1
5166;573744666;0;45;0;8;35316;FAŁSZ;194782;PRAWDA;F;<High School;Blue Collar;19;Private;11280;4;SUV;FAŁSZ;0;0;FAŁSZ;1;0;7;FAŁSZ;Highly Urban/ Urban;1
5167;777389414;0;40;0;12;101794;FAŁSZ;256716;PRAWDA;F;Masters;Lawyer;21;Private;22090;1;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;11;FAŁSZ;Highly Urban/ Urban;1
5168;631762912;0;50;0;12;89157;FAŁSZ;257091;PRAWDA;F;Masters;Lawyer;52;Private;19700;1;SUV;FAŁSZ;3175;1;FAŁSZ;0;0;7;FAŁSZ;Highly Urban/ Urban;1
5169;822317609;0;50;0;11;74970;FAŁSZ;0;FAŁSZ;M;Bachelors;Blue Collar;28;Commercial;13930;1;Minivan;PRAWDA;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Rural/ Rural;1
5170;104947912;0;33;2;14;28089,8;FAŁSZ;153659;PRAWDA;M;Bachelors;Student;37;Commercial;23520;10;Panel Truck;FAŁSZ;3236;1;FAŁSZ;0;0;10;FAŁSZ;Highly Urban/ Urban;0
5171;861210729;0;38;0;4;127783;FAŁSZ;314273;PRAWDA;M;PhD;Lawyer;26;Private;14280;4;Minivan;FAŁSZ;0;0;FAŁSZ;4;0;10;FAŁSZ;Highly Urban/ Urban;1
5172;523929782;1;36;2;12;82780;FAŁSZ;192620,6;PRAWDA;M;High School;Blue Collar;24;Commercial;1500;6;Minivan;FAŁSZ;5999;2;PRAWDA;6;5943;5;PRAWDA;Highly Urban/ Urban;0
5173;607814008;0;46;0;12;72791,4;FAŁSZ;217164;PRAWDA;F;Masters;Professional;53;Private;25360;6;Minivan;FAŁSZ;31180;1;PRAWDA;3;0;17;FAŁSZ;Highly Urban/ Urban;0
5174;737721751;0;29;1;7;31407;PRAWDA;0;FAŁSZ;F;High School;Blue Collar;42;Commercial;22210;6;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;9;FAŁSZ;Highly Urban/ Urban;1
5175;407472341;0;37;3;10;34052;PRAWDA;124094;FAŁSZ;M;<High School;Clerical;82;Private;14000;14;Minivan;PRAWDA;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Rural/ Rural;1
5176;447424610;2;37;2;10;24622;FAŁSZ;135310;PRAWDA;M;<High School;Blue Collar;52;Private;7660;7;Minivan;PRAWDA;0;0;FAŁSZ;4;0;6;FAŁSZ;Highly Urban/ Urban;1
5177;555904577;0;39;2;10;30618;FAŁSZ;157285;PRAWDA;M;High School;Blue Collar;44;Commercial;21320;3;Van;PRAWDA;9469;2;FAŁSZ;0;10267;1;PRAWDA;Highly Urban/ Urban;1
5178;374904331;0;46;0;14;50206;FAŁSZ;176373;PRAWDA;F;High School;Blue Collar;22;Commercial;25400;6;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Urban/ Urban;1
5179;462719627;0;54;0;13;65234;FAŁSZ;280155;PRAWDA;F;High School;Blue Collar;36;Commercial;23170;4;SUV;FAŁSZ;0;0;FAŁSZ;0;1148;1;PRAWDA;Highly Urban/ Urban;1
5180;580920255;1;40;3;15;34047,8;PRAWDA;0;FAŁSZ;F;Bachelors;Professional;25;Private;17380;9;Minivan;FAŁSZ;4699;1;FAŁSZ;6;0;10;FAŁSZ;Highly Rural/ Rural;0
5181;367274019;0;48;0;12;24671;FAŁSZ;0;FAŁSZ;F;<High School;Blue Collar;22;Private;3970;6;Sports Car;FAŁSZ;0;0;FAŁSZ;1;0;1;FAŁSZ;Highly Rural/ Rural;1
5182;381485893;1;42;1;10;73376;PRAWDA;0;FAŁSZ;F;Masters;Lawyer;39;Private;25590;1;Sports Car;FAŁSZ;7328;1;FAŁSZ;5;1947;11;PRAWDA;Highly Urban/ Urban;1
5183;261183678;0;62;0;15;66739;FAŁSZ;0;FAŁSZ;M;High School;Blue Collar;36;Commercial;34990;3;Minivan;PRAWDA;4736;2;FAŁSZ;3;0;1;FAŁSZ;Highly Urban/ Urban;1
5184;88501670;0;31;3;10;106985;PRAWDA;0;FAŁSZ;F;Masters;Manager;8;Private;23970;6;Pickup;FAŁSZ;0;0;FAŁSZ;0;0;13;FAŁSZ;Highly Urban/ Urban;1
5185;605134285;0;36;0;12;110407,8;FAŁSZ;77758,2;FAŁSZ;M;Bachelors;Professional;27;Private;12620;17;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;15;FAŁSZ;Highly Urban/ Urban;0
5186;530069868;0;45;2;0;0;FAŁSZ;61061;PRAWDA;F;Bachelors;Home Maker;5;Commercial;35630;4;Panel Truck;PRAWDA;0;0;FAŁSZ;0;0;10;FAŁSZ;Highly Urban/ Urban;1
5187;699346722;0;58;0;11;229207;FAŁSZ;588059;PRAWDA;M;PhD;Manager;46;Commercial;30220;6;Panel Truck;FAŁSZ;11827;1;FAŁSZ;4;0;3;FAŁSZ;Highly Urban/ Urban;0
5188;571391429;0;45;0;11;26378;FAŁSZ;151135;PRAWDA;F;<High School;Blue Collar;26;Private;6680;1;SUV;FAŁSZ;0;0;FAŁSZ;2;0;6;FAŁSZ;Highly Urban/ Urban;1
5189;427771229;0;46;0;12;24306;FAŁSZ;150872;PRAWDA;M;Masters;Professional;12;Commercial;27790;2;Panel Truck;FAŁSZ;8414;2;FAŁSZ;4;0;10;FAŁSZ;Highly Urban/ Urban;1
5190;153742126;0;51;0;8;42335;FAŁSZ;272017,8;PRAWDA;M;High School;Blue Collar;44;Commercial;14110;5;Minivan;FAŁSZ;3341;2;FAŁSZ;6;0;5;FAŁSZ;Highly Urban/ Urban;0
5191;923020250;0;53;0;0;0;FAŁSZ;0;FAŁSZ;M;High School;Student;24;Private;17190;6;Van;PRAWDA;0;0;FAŁSZ;1;2490;1;PRAWDA;Highly Urban/ Urban;1
5192;807957827;0;51;0;14;48680;FAŁSZ;193602;PRAWDA;M;High School;Blue Collar;44;Commercial;24510;10;Minivan;FAŁSZ;8007;1;FAŁSZ;0;0;1;FAŁSZ;Highly Urban/ Urban;1
5193;413878027;0;33;2;14;82407;PRAWDA;0;FAŁSZ;M;High School;Blue Collar;17;Commercial;4800;4;Pickup;PRAWDA;0;0;FAŁSZ;1;4181;6;PRAWDA;Highly Urban/ Urban;1
5194;478894666;0;36;1;12;28989;PRAWDA;191192;FAŁSZ;M;High School;Clerical;28;Private;21520;6;Van;FAŁSZ;5971;1;FAŁSZ;6;0;10;FAŁSZ;Highly Urban/ Urban;1
5195;117630250;3;45;3;17;28538;FAŁSZ;140924;PRAWDA;F;<High School;Clerical;15;Private;16920;3;SUV;FAŁSZ;22262;2;PRAWDA;7;1444;5;PRAWDA;Highly Urban/ Urban;1
5196;184537318;0;45;2;13;64632;PRAWDA;258727;FAŁSZ;M;Bachelors;Professional;18;Private;19590;6;Minivan;PRAWDA;0;0;FAŁSZ;1;0;13;FAŁSZ;Highly Urban/ Urban;1
5197;546336138;0;27;1;13;29979;FAŁSZ;139981;PRAWDA;M;High School;Clerical;20;Commercial;7200;6;Pickup;FAŁSZ;0;0;FAŁSZ;4;0;7;FAŁSZ;Highly Rural/ Rural;1
5198;683071326;0;47;0;9;62133;FAŁSZ;222691;PRAWDA;M;High School;Professional;35;Commercial;25310;17;Panel Truck;FAŁSZ;0;0;FAŁSZ;2;5453;1;PRAWDA;Highly Urban/ Urban;1
5199;311419250;0;50;0;8;70569;FAŁSZ;211353;PRAWDA;M;Masters;Manager;41;Commercial;8560;3;Pickup;PRAWDA;0;0;FAŁSZ;0;0;16;FAŁSZ;Highly Urban/ Urban;1
5200;342755567;0;44;2;14;35276;FAŁSZ;131158;PRAWDA;F;High School;Clerical;5;Private;17810;1;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;8;FAŁSZ;Highly Urban/ Urban;1
5201;12404014;0;39;0;10;14677;FAŁSZ;0;FAŁSZ;M;Bachelors;Student;44;Commercial;10180;1;Pickup;FAŁSZ;0;0;FAŁSZ;0;3270;9;PRAWDA;Highly Rural/ Rural;1
5202;197255933;0;46;0;10;45626;FAŁSZ;183557;PRAWDA;F;High School;Blue Collar;30;Private;14550;4;SUV;FAŁSZ;4758;2;FAŁSZ;0;3613;1;PRAWDA;Highly Urban/ Urban;1
5203;968751232;0;60;3;14;75523;FAŁSZ;269976;PRAWDA;F;Bachelors;Manager;10;Commercial;22140;10;Pickup;FAŁSZ;0;0;FAŁSZ;0;0;6;FAŁSZ;Highly Urban/ Urban;1
5204;240367305;0;51;0;0;0;FAŁSZ;0;PRAWDA;M;High School;Student;40;Private;6600;6;Minivan;PRAWDA;0;0;FAŁSZ;0;0;7;FAŁSZ;Highly Rural/ Rural;1
5205;377003199;0;54;0;12;96728;FAŁSZ;278985;PRAWDA;F;Masters;Lawyer;14;Private;17410;6;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;19;FAŁSZ;Highly Urban/ Urban;1
5206;519603309;0;47;0;16;33717;FAŁSZ;145021;PRAWDA;M;High School;Clerical;45;Commercial;4870;13;Pickup;PRAWDA;0;0;PRAWDA;0;2129;1;PRAWDA;Highly Urban/ Urban;1
5207;869159324;0;50;0;14;96299;FAŁSZ;273212;PRAWDA;M;Bachelors;Blue Collar;40;Commercial;16130;3;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;7;FAŁSZ;Highly Urban/ Urban;0
5208;159682229;0;62;0;0;0;FAŁSZ;52952;PRAWDA;F;High School;Home Maker;37;Private;12760;4;Sports Car;FAŁSZ;0;0;FAŁSZ;2;1414;1;PRAWDA;Highly Urban/ Urban;1
5209;923336810;0;39;0;10;38193;FAŁSZ;158688;PRAWDA;F;PhD;Lawyer;24;Private;16300;11;SUV;FAŁSZ;0;0;FAŁSZ;1;0;19;FAŁSZ;Highly Urban/ Urban;1
5210;511204008;0;42;0;8,6;143781;FAŁSZ;0;FAŁSZ;M;Masters;Manager;48;Commercial;32070;1;Panel Truck;PRAWDA;0;0;FAŁSZ;1;0;16;FAŁSZ;Highly Urban/ Urban;0
5211;914662298;0;48;0;7;139337;FAŁSZ;369214;PRAWDA;F;Masters;Manager;40;Private;16030;1;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Urban/ Urban;1
5212;151495494;0;34;0;11;7806;FAŁSZ;0;PRAWDA;M;High School;Student;33;Commercial;10840;4;Pickup;PRAWDA;5804;3;FAŁSZ;4;0;1;FAŁSZ;Highly Urban/ Urban;1
5213;528622589;0;40;0;11;76548;FAŁSZ;214584;PRAWDA;F;Bachelors;Professional;20;Private;5500;1;Sports Car;FAŁSZ;6999;3;FAŁSZ;2;0;11;FAŁSZ;Highly Urban/ Urban;1
5214;470664534;0;51;0;13;77831;FAŁSZ;0;FAŁSZ;M;Masters;Professional;39;Commercial;16830;7;Van;PRAWDA;0;0;FAŁSZ;0;0;14;FAŁSZ;Highly Urban/ Urban;0
5215;926900130;0;33;1;9;21124;PRAWDA;0;FAŁSZ;M;Bachelors;Student;30;Private;5000;1;Pickup;PRAWDA;0;0;FAŁSZ;0;0;10;FAŁSZ;Highly Urban/ Urban;1
5216;176116484;0;58;0;11;43680;FAŁSZ;180158;PRAWDA;M;High School;Manager;24;Commercial;29910;4;Minivan;PRAWDA;9677;2;FAŁSZ;0;0;4;FAŁSZ;Highly Urban/ Urban;0
5217;287264722;0;50;0;0;0;FAŁSZ;0;FAŁSZ;F;High School;Student;47;Private;6520;1;SUV;FAŁSZ;0;0;PRAWDA;2;0;1;FAŁSZ;Highly Rural/ Rural;1
5218;805276249;0;20;0;8;4209;FAŁSZ;80790;FAŁSZ;F;High School;Clerical;23;Private;10570;1;SUV;FAŁSZ;0;0;FAŁSZ;4;4400;9;PRAWDA;Highly Urban/ Urban;1
5219;131080792;0;52;0;14;63263,2;FAŁSZ;47762,4;PRAWDA;F;Bachelors;Professional;18;Private;12720;1;SUV;FAŁSZ;0;0;FAŁSZ;0;0;12;FAŁSZ;Highly Urban/ Urban;0
5220;496808295;0;42;0;13;71779;FAŁSZ;187108;PRAWDA;F;PhD;Manager;5;Private;15480;4;SUV;FAŁSZ;0;0;FAŁSZ;0;5782;12;PRAWDA;Highly Urban/ Urban;1
5221;14332275;0;42;0;9;124521;FAŁSZ;336516;FAŁSZ;M;PhD;Doctor;21;Private;18150;4;Minivan;PRAWDA;0;0;FAŁSZ;4;0;15;FAŁSZ;Highly Urban/ Urban;1
5222;799470114;0;63;0;6,4;49485;FAŁSZ;180070;PRAWDA;F;Bachelors;Professional;36;Private;6270;6;Sports Car;FAŁSZ;0;0;FAŁSZ;0;0;1;FAŁSZ;Highly Urban/ Urban;0
5223;44582718;0;48;0;12;93955;FAŁSZ;303379;PRAWDA;M;Bachelors;Manager;35;Private;15700;10;Minivan;PRAWDA;0;0;FAŁSZ;0;0;10;FAŁSZ;Highly Urban/ Urban;1
5224;582345812;0;55;0;12;72430;FAŁSZ;226009;PRAWDA;M;Masters;Professional;54;Private;23980;7;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;15;FAŁSZ;Highly Rural/ Rural;1
5225;134738919;0;57;0;7,8;104257;FAŁSZ;157962,4;PRAWDA;F;PhD;Doctor;32;Private;7200;10;SUV;FAŁSZ;0;0;FAŁSZ;0;0;8;FAŁSZ;Highly Urban/ Urban;0
5226;484990963;0;50;0;14;14518;FAŁSZ;0;PRAWDA;F;Bachelors;Student;41;Private;13170;11;Minivan;FAŁSZ;0;0;FAŁSZ;0;0;9;FAŁSZ;Highly Rural/ Rural;1
5227;25199715;0;48;0;10;106752;FAŁSZ;0;FAŁSZ;M;Bachelors;Professional;46;Private;19540;4;Van;PRAWDA;8212;3;FAŁSZ;2;3989;15;PRAWDA;Highly Urban/ Urban;1
